fill time utc;[CH4] 2H;d2H VPDB;sd [CH4];sd d2H
02.09.21 14:20;2036;-95,73;8;0,83
02.09.21 14:58;2035;-96,85;8;0,83
02.09.21 15:37;2011;-95,46;8;0,83
02.09.21 16:54;2010;-91,23;4;0,06
02.09.21 17:33;1983;-92,20;4;0,06
02.09.21 18:12;1977;-89,65;4;0,06
02.09.21 18:51;1987;-88,06;4;0,06
02.09.21 20:08;1985;-91,00;13;0,59
02.09.21 20:47;1986;-88,75;13;0,59
02.09.21 21:25;2013;-90,46;13;0,59
02.09.21 22:04;2029;-92,37;13;0,59
02.09.21 23:21;2022;-91,00;15;3,17
03.09.21 00:00;2046;-90,84;16;3,17
03.09.21 00:39;2064;-95,28;16;3,17
03.09.21 01:18;2090;-95,32;16;3,17
03.09.21 02:35;2137;-102,08;4;3,76
03.09.21 03:14;2146;-101,72;4;3,76
03.09.21 03:52;2154;-102,70;4;3,76
03.09.21 04:31;2148;-107,75;4;3,76
03.09.21 05:49;2174;-103,09;4;3,76
03.09.21 07:06;2051;-98,16;7;0,51
03.09.21 07:45;2062;-98,81;7;0,51
03.09.21 08:23;1992;-89,09;7;0,51
03.09.21 09:02;1954;-86,66;7;0,51
03.09.21 10:19;1979;-85,77;3;1,40
03.09.21 10:58;1955;-85,58;3;1,40
03.09.21 11:37;1948;-83,26;3;1,40
03.09.21 12:16;1900;-90,67;3;1,40
03.09.21 13:33;1941;-83,09;3;1,40
03.09.21 14:12;1920;-88,74;3;1,40
03.09.21 14:50;1941;-84,76;3;1,40
03.09.21 15:29;1944;-83,06;3;1,40
03.09.21 16:47;1940;-86,67;8;0,90
03.09.21 17:25;1945;-86,69;8;0,90
03.09.21 18:04;1947;-85,28;8;0,90
03.09.21 18:43;1957;-87,26;8;0,90
03.09.21 20:00;1981;-86,54;6;1,66
03.09.21 20:39;1974;-85,67;6;1,66
03.09.21 21:17;2003;-88,33;6;1,66
03.09.21 21:56;2014;-89,95;6;1,66
03.09.21 23:14;2004;-88,25;9;0,28
03.09.21 23:52;2014;-92,16;9;0,28
04.09.21 00:31;2005;-92,65;9;0,28
04.09.21 01:10;2026;-90,98;9;0,28
04.09.21 02:27;2026;-94,83;9;0,28
04.09.21 03:45;1996;-90,75;14;0,93
04.09.21 04:23;1999;-88,28;14;0,93
04.09.21 05:02;1989;-90,23;14;0,93
04.09.21 05:41;1984;-86,77;14;0,93
04.09.21 06:58;;;;
04.09.21 07:37;1972;-85,55;4;1,66
04.09.21 08:16;1971;-85,22;4;1,66
04.09.21 08:54;1979;-86,65;4;1,66
04.09.21 10:12;1992;-87,18;12;1,91
04.09.21 10:50;2005;-89,83;12;1,91
04.09.21 11:29;2000;-88,93;12;1,91
04.09.21 12:08;1988;-87,43;12;1,91
04.09.21 13:25;1982;-89,19;14;0,37
04.09.21 14:04;1990;-88,91;14;0,37
04.09.21 14:43;1975;-88,60;14;0,37
04.09.21 15:21;1982;-89,42;14;0,37
04.09.21 16:39;1981;-88,03;9;0,30
04.09.21 17:17;1997;-88,21;9;0,30
04.09.21 17:56;1986;-88,60;9;0,30
04.09.21 18:35;1986;-89,18;9;0,30
04.09.21 19:52;1972;-88,29;5;0,53
04.09.21 20:31;1980;-89,37;5;0,53
04.09.21 21:10;1986;-90,08;5;0,53
04.09.21 21:48;1988;-88,93;5;0,53
04.09.21 23:06;1984;-92,16;5;0,53
05.09.21 00:23;2001;-89,68;6;0,38
05.09.21 01:02;1997;-90,91;6;0,38
05.09.21 01:41;1981;-90,85;6;0,38
05.09.21 02:19;1998;-90,90;6;0,38
05.09.21 03:37;2003;-91,66;7;0,11
05.09.21 04:15;1997;-93,77;7;0,11
05.09.21 04:54;2001;-91,63;7;0,11
05.09.21 05:33;2012;-92,20;8;0,11
05.09.21 06:50;1999;-90,29;9;0,61
05.09.21 07:29;2013;-92,00;9;0,61
05.09.21 08:08;2011;-91,33;9;0,61
05.09.21 08:46;1997;-90,79;8;0,61
05.09.21 10:04;2003;-92,09;1;0,63
05.09.21 10:43;2014;-92,90;1;0,63
05.09.21 11:21;2000;-91,01;1;0,63
05.09.21 12:00;2020;-91,46;1;0,63
05.09.21 13:17;1987;-88,41;13;2,97
05.09.21 13:56;2010;-87,82;14;2,97
05.09.21 14:35;2011;-87,43;14;2,97
05.09.21 15:13;2022;-90,19;14;2,97
05.09.21 16:31;2022;-88,08;5;2,21
05.09.21 17:10;2027;-89,34;5;2,21
05.09.21 17:48;2031;-89,16;5;2,21
05.09.21 18:27;2032;-89,92;5;2,21
05.09.21 19:44;2065;-91,23;5;2,21
05.09.21 21:02;2086;-96,33;2;1,44
05.09.21 21:41;2076;-97,30;2;1,44
05.09.21 22:19;2068;-100,90;2;1,44
05.09.21 22:58;2111;-99,72;2;1,44
06.09.21 00:15;2029;-99,02;8;0,43
06.09.21 00:54;2039;-98,55;8;0,43
06.09.21 01:33;2097;-99,43;9;0,43
06.09.21 02:11;2067;-103,34;9;0,43
06.09.21 03:29;2169;-107,60;3;0,66
06.09.21 04:08;2160;-103,58;3;0,66
06.09.21 04:46;2210;-106,75;3;0,66
06.09.21 05:25;2316;-114,57;3;0,66
06.09.21 06:42;2208;-108,96;1;0,14
06.09.21 07:21;2133;-103,01;1;0,14
06.09.21 08:00;2088;-98,72;1;0,14
06.09.21 08:39;2068;-97,75;1;0,14
06.09.21 09:56;2041;-95,67;3;0,02
06.09.21 10:35;2038;-95,70;3;0,02
06.09.21 11:13;2030;-95,66;3;0,02
06.09.21 11:52;2010;-92,63;3;0,02
06.09.21 13:09;2092;-100,99;4;0,92
06.09.21 13:48;2084;-99,88;4;0,92
06.09.21 14:27;2068;-98,49;4;0,92
06.09.21 15:06;2079;-99,14;4;0,92
06.09.21 16:23;2123;-104,14;5;0,92
06.09.21 17:40;2058;-99,75;4;0,15
06.09.21 18:19;2096;-101,20;4;0,15
06.09.21 18:58;2080;-102,05;4;0,15
06.09.21 19:37;2131;-101,93;4;0,15
06.09.21 20:54;2118;-103,50;2;0,44
06.09.21 21:33;2104;-102,59;2;0,44
06.09.21 22:11;2106;-103,65;2;0,44
06.09.21 22:50;2181;-105,47;2;0,44
07.09.21 00:07;2199;-107,46;3;0,42
07.09.21 00:46;2189;-104,91;3;0,42
07.09.21 01:25;2204;-107,23;3;0,42
07.09.21 02:04;2157;-105,86;3;0,42
07.09.21 03:21;2166;-106,85;1;0,77
07.09.21 04:00;2227;-109,09;1;0,77
07.09.21 04:38;2258;-111,25;1;0,77
07.09.21 05:17;2216;-109,37;1;0,77
07.09.21 06:35;2148;-103,16;6;0,55
07.09.21 07:13;2100;-99,22;6;0,55
07.09.21 07:52;2075;-96,31;6;0,55
07.09.21 08:31;2047;-94,59;6;0,55
07.09.21 09:48;2021;-93,15;2;0,50
07.09.21 10:27;2010;-92,05;2;0,50
07.09.21 11:05;1997;-91,00;2;0,50
07.09.21 11:44;2002;-90,08;2;0,50
07.09.21 13:02;2007;-90,45;2;0,50
07.09.21 14:19;1994;-89,99;3;0,14
07.09.21 14:58;2010;-90,87;3;0,14
07.09.21 15:36;2015;-92,62;3;0,14
07.09.21 16:15;2010;-93,24;3;0,14
07.09.21 17:33;2097;-98,00;10;0,06
07.09.21 18:11;2070;-96,98;10;0,06
07.09.21 18:50;2090;-97,60;10;0,06
07.09.21 19:29;2080;-98,19;10;0,06
07.09.21 20:46;2077;-99,23;11;0,02
07.09.21 21:25;2119;-100,66;12;0,02
07.09.21 22:03;2159;-107,09;12;0,02
07.09.21 22:42;2220;-113,49;12;0,02
08.09.21 00:00;4163;-206,62;28;0,18
08.09.21 00:38;3721;-189,79;25;0,18
08.09.21 01:17;2624;-144,77;17;0,18
08.09.21 01:56;2586;-138,97;17;0,18
08.09.21 03:13;2250;-116,50;5;0,40
08.09.21 03:52;2209;-114,14;5;0,40
08.09.21 04:31;2269;-117,33;5;0,40
08.09.21 05:09;2323;-121,29;5;0,40
08.09.21 06:27;2246;-115,85;8;0,18
08.09.21 07:05;2203;-112,65;8;0,18
08.09.21 07:44;2181;-109,53;8;0,18
08.09.21 08:23;2129;-106,06;8;0,18
08.09.21 09:40;2101;-101,62;8;0,18
08.09.21 10:58;2110;-102,70;0;1,09
08.09.21 11:36;2071;-99,81;0;1,09
08.09.21 12:15;2106;-103,00;0;1,09
08.09.21 12:54;2049;-96,66;0;1,09
08.09.21 14:11;2013;-94,50;4;1,01
08.09.21 14:50;2007;-92,70;4;1,01
08.09.21 15:29;2010;-95,12;4;1,01
08.09.21 16:07;2023;-94,82;4;1,01
08.09.21 17:25;2012;-93,03;5;0,23
08.09.21 18:03;2014;-92,79;5;0,23
08.09.21 18:42;2026;-94,52;5;0,23
08.09.21 19:21;2038;-95,52;5;0,23
08.09.21 20:38;2045;-96,52;8;0,27
08.09.21 21:17;2053;-95,94;8;0,27
08.09.21 21:56;2052;-97,23;8;0,27
08.09.21 22:34;2052;-97,08;8;0,27
08.09.21 23:52;2056;-97,41;4;1,02
09.09.21 00:30;2066;-98,91;4;1,02
09.09.21 01:09;2075;-100,66;4;1,02
09.09.21 01:48;2092;-100,02;4;1,02
09.09.21 03:05;2117;-101,72;5;0,81
09.09.21 03:44;2125;-104,99;5;0,81
09.09.21 04:23;2126;-104,76;5;0,81
09.09.21 05:01;2142;-106,28;5;0,81
09.09.21 06:19;2132;-105,43;5;0,81
09.09.21 07:36;2138;-103,74;3;0,03
09.09.21 08:15;2144;-106,12;3;0,03
09.09.21 08:54;2125;-105,04;3;0,03
09.09.21 09:32;2076;-100,03;3;0,03
09.09.21 10:50;2082;-100,16;2;0,79
09.09.21 11:28;2071;-98,11;2;0,79
09.09.21 12:07;2130;-103,22;2;0,79
09.09.21 12:46;2121;-104,00;2;0,79
09.09.21 14:03;2023;-93,22;1;1,07
09.09.21 14:42;2003;-94,32;1;1,07
09.09.21 15:21;2008;-92,94;1;1,07
09.09.21 15:59;2015;-92,87;1;1,07
09.09.21 17:17;2025;-93,93;2;0,08
09.09.21 17:56;2031;-94,50;2;0,08
09.09.21 18:34;2041;-93,33;2;0,08
09.09.21 19:13;2045;-96,02;2;0,08
09.09.21 20:30;2070;-98,65;11;0,04
09.09.21 21:09;2079;-99,71;11;0,04
09.09.21 21:48;2084;-99,61;11;0,04
09.09.21 22:27;2135;-103,99;11;0,04
09.09.21 23:44;2225;-112,41;10;0,36
10.09.21 00:23;2264;-113,95;10;0,36
10.09.21 01:01;4095;-206,02;18;0,36
10.09.21 01:40;2498;-131,32;11;0,36
10.09.21 02:57;2679;-143,09;12;0,36
10.09.21 04:15;2435;-129,18;5;0,05
10.09.21 04:54;2311;-121,09;5;0,05
10.09.21 05:32;2336;-120,74;5;0,05
10.09.21 06:11;2416;-127,28;5;0,05
10.09.21 07:28;2329;-120,45;7;0,83
10.09.21 08:07;2346;-121,70;7;0,83
10.09.21 08:46;2222;-112,84;7;0,83
10.09.21 09:24;2112;-101,03;6;0,83
10.09.21 10:42;2102;-101,56;3;0,42
10.09.21 11:21;2128;-103,97;3;0,42
10.09.21 11:59;2155;-105,32;3;0,42
10.09.21 12:38;2065;-96,61;3;0,42
10.09.21 13:55;2097;-100,37;1;0,57
10.09.21 14:34;2097;-99,01;1;0,57
10.09.21 15:13;2084;-99,84;1;0,57
10.09.21 15:52;2096;-98,95;1;0,57
10.09.21 17:09;2126;-101,50;13;0,66
10.09.21 17:48;2129;-100,46;13;0,66
10.09.21 18:26;2137;-99,30;13;0,66
10.09.21 19:05;2082;-97,80;13;0,66
10.09.21 20:23;2011;-92,86;13;0,00
10.09.21 21:01;2481;-131,17;16;0,00
10.09.21 21:40;2040;-92,50;14;0,00
10.09.21 22:19;2009;-90,75;13;0,00
10.09.21 23:36;2059;-96,80;14;0,00
11.09.21 00:53;2093;-100,77;2;0,04
11.09.21 01:32;2184;-110,12;3;0,04
11.09.21 02:11;2142;-106,40;3;0,04
11.09.21 02:50;2131;-105,12;3;0,04
11.09.21 04:07;2152;-104,87;3;0,43
11.09.21 04:46;2133;-105,33;3;0,43
11.09.21 05:24;2133;-103,21;3;0,43
11.09.21 06:03;2139;-104,51;3;0,43
11.09.21 07:21;2119;-101,30;8;0,32
11.09.21 07:59;2122;-101,84;8;0,32
11.09.21 08:38;2117;-100,93;8;0,32
11.09.21 09:17;2110;-101,72;8;0,32
11.09.21 10:34;2157;-104,86;1;0,44
11.09.21 11:13;2156;-103,72;1;0,44
11.09.21 11:51;2144;-104,29;1;0,44
11.09.21 12:30;2244;-113,56;1;0,44
11.09.21 13:48;2088;-100,08;1;0,81
11.09.21 14:26;2063;-98,10;1;0,81
11.09.21 15:05;2066;-96,65;1;0,81
11.09.21 15:44;2089;-100,86;1;0,81
11.09.21 17:01;2125;-102,85;4;0,44
11.09.21 17:40;2116;-104,22;4;0,44
11.09.21 18:19;2117;-103,92;4;0,44
11.09.21 18:57;2100;-104,12;4;0,44
11.09.21 20:15;2116;-104,45;4;0,44
11.09.21 21:32;2137;-107,00;2;0,18
11.09.21 22:11;2192;-112,31;2;0,18
11.09.21 22:49;2143;-106,90;2;0,18
11.09.21 23:28;2118;-103,83;2;0,18
12.09.21 00:46;2092;-102,15;4;0,46
12.09.21 01:24;2108;-103,85;4;0,46
12.09.21 02:03;2119;-104,22;4;0,46
12.09.21 02:42;2150;-107,61;4;0,46
12.09.21 03:59;2163;-108,66;2;0,46
12.09.21 04:38;2144;-106,98;2;0,46
12.09.21 05:17;2147;-106,83;2;0,46
12.09.21 05:55;2150;-107,10;2;0,46
12.09.21 07:13;2169;-108,86;5;0,22
12.09.21 07:51;2143;-105,46;4;0,22
12.09.21 08:30;2129;-104,45;4;0,22
12.09.21 09:09;2118;-103,94;4;0,22
12.09.21 10:26;2072;-98,52;2;0,51
12.09.21 11:05;2051;-98,71;2;0,51
12.09.21 11:44;2048;-96,85;2;0,51
12.09.21 12:22;2049;-96,06;2;0,51
12.09.21 13:40;2043;-95,61;0;0,29
12.09.21 14:18;2047;-96,50;0;0,29
12.09.21 14:57;1981;-88,86;0;0,29
12.09.21 15:36;1967;-88,25;0;0,29
12.09.21 16:53;1985;-90,85;0;0,29
12.09.21 18:11;2033;-94,25;1;0,25
12.09.21 18:49;2026;-95,84;1;0,25
12.09.21 19:28;2063;-98,67;1;0,25
12.09.21 20:07;2076;-99,41;1;0,25
12.09.21 21:24;2046;-96,48;1;0,31
12.09.21 22:03;2057;-98,54;1;0,31
12.09.21 22:42;;;;
13.09.21 11:28;1952;-87,60;40;2,91
13.09.21 12:07;1977;-87,93;40;2,91
13.09.21 12:45;1966;-86,39;40;2,91
13.09.21 13:24;;;;
13.09.21 16:49;1974;-88,20;5;0,94
13.09.21 17:27;1983;-88,61;5;0,94
13.09.21 18:06;2005;-91,16;5;0,94
13.09.21 18:45;1999;-90,01;5;0,94
13.09.21 20:02;2053;-91,15;13;4,02
13.09.21 20:41;2081;-90,88;14;4,02
13.09.21 21:20;2044;-90,16;13;4,02
13.09.21 21:58;2030;-90,34;13;4,02
13.09.21 23:16;2074;-92,85;16;2,90
13.09.21 23:54;2059;-91,29;16;2,90
14.09.21 00:33;2079;-97,00;16;2,90
14.09.21 01:12;2091;-101,33;16;2,90
14.09.21 02:29;2179;-105,62;10;1,41
14.09.21 03:08;2179;-108,29;10;1,41
14.09.21 03:47;2101;-105,73;10;1,41
14.09.21 04:25;2164;-105,42;10;1,41
14.09.21 05:43;2207;-108,53;9;1,48
14.09.21 06:21;;;;
14.09.21 07:37;2105;-110,28;9;1,48
14.09.21 08:54;2089;-97,84;25;3,07
14.09.21 09:33;2080;-100,39;25;3,07
14.09.21 10:12;2063;-95,18;24;3,07
14.09.21 10:50;2034;-93,76;24;3,07
14.09.21 12:08;2045;-89,42;9;0,07
14.09.21 12:47;1990;-96,18;8;0,07
14.09.21 13:25;2025;-92,48;9;0,07
14.09.21 14:04;2023;-93,66;9;0,07
14.09.21 15:21;2106;-90,22;28;2,58
14.09.21 16:00;1978;-99,98;27;2,58
14.09.21 16:39;2059;-89,88;28;2,58
14.09.21 17:17;2064;-88,11;28;2,58
14.09.21 18:35;2066;-93,99;6;1,15
14.09.21 19:14;2111;-89,71;6;1,15
14.09.21 19:52;2029;-99,03;6;1,15
14.09.21 20:31;2108;-89,59;6;1,15
14.09.21 21:48;2110;-90,46;2;0,14
14.09.21 22:27;2123;-86,44;2;0,14
14.09.21 23:06;2105;-88,40;2;0,14
14.09.21 23:45;2105;-86,78;2;0,14
15.09.21 01:02;2072;-94,05;39;5,36
15.09.21 01:41;2075;-95,97;39;5,36
15.09.21 02:19;2025;-104,65;38;5,36
15.09.21 02:58;2048;-103,43;39;5,36
15.09.21 04:15;2164;-110,22;41;5,36
15.09.21 05:33;2086;-104,06;18;2,13
15.09.21 07:39;;;;
15.09.21 08:56;;;;
15.09.21 09:35;2117;-103,83;34;2,54
15.09.21 10:13;2057;-107,50;33;2,54
15.09.21 10:52;2094;-104,53;33;2,54
15.09.21 12:10;2146;-99,19;20;2,06
15.09.21 12:48;2139;-100,85;20;2,06
15.09.21 13:27;2168;-100,99;21;2,06
15.09.21 14:06;2132;-99,56;20;2,06
15.09.21 15:23;2160;-104,24;26;2,90
15.09.21 16:02;2092;-114,42;25;2,90
15.09.21 16:40;2310;-117,03;28;2,90
15.09.21 17:19;2427;-126,63;30;2,90
15.09.21 18:37;2221;-113,54;4;1,24
15.09.21 19:15;2206;-108,50;4;1,24
15.09.21 19:54;2073;-130,43;4;1,24
15.09.21 20:33;2181;-108,49;4;1,24
15.09.21 21:50;2196;-106,05;1;0,51
15.09.21 22:29;2125;-103,11;1;0,51
15.09.21 23:08;2088;-99,85;1;0,51
15.09.21 23:46;2068;-97,72;1;0,51
16.09.21 01:04;2037;-103,86;7;1,00
16.09.21 01:42;2072;-96,89;7;1,00
16.09.21 02:21;2044;-98,50;7;1,00
16.09.21 03:00;2031;-99,11;7;1,00
16.09.21 04:17;2008;-100,23;7;1,00
16.09.21 05:35;2043;-98,77;7;1,00
16.09.21 06:13;2060;-100,69;7;1,00
16.09.21 06:52;;;;
16.09.21 07:31;2083;-102,35;7;1,00
16.09.21 08:48;2068;-98,49;0;1,09
16.09.21 09:27;2014;-102,73;0;1,09
16.09.21 10:05;2052;-98,33;0;1,09
16.09.21 10:44;2011;-99,85;0;1,09
16.09.21 12:02;1984;-92,96;5;0,45
16.09.21 12:40;1979;-90,56;5;0,45
16.09.21 13:19;1987;-91,72;5;0,45
16.09.21 13:58;1979;-90,88;5;0,45
16.09.21 15:15;1969;-93,74;2;1,86
16.09.21 15:54;1998;-90,00;2;1,86
16.09.21 16:32;2000;-88,44;2;1,86
16.09.21 17:11;2008;-89,74;2;1,86
16.09.21 18:29;2002;-87,12;5;1,13
16.09.21 19:07;2015;-87,37;5;1,13
16.09.21 19:46;2021;-90,28;5;1,13
16.09.21 20:25;2010;-89,53;5;1,13
16.09.21 21:42;2002;-96,44;7;1,12
16.09.21 22:21;2010;-92,12;7;1,12
16.09.21 23:00;2015;-93,15;7;1,12
16.09.21 23:38;1994;-93,38;7;1,12
17.09.21 00:56;2006;-90,83;7;1,12
17.09.21 02:13;1998;-93,92;0;0,88
17.09.21 02:52;2016;-91,61;0;0,88
17.09.21 03:30;2021;-92,76;0;0,88
17.09.21 04:09;1998;-95,00;0;0,88